Replay 1|false|1443
2563.0810546875,41.224830627441406,-404.9289855957031|0.9667620062828064,0.000013117050912114792,0.2556779384613037|-0.000012537985639937688,1,-0.0000038947537177591585|Running
2564.1376953125,41.224830627441406,-405.07757568359375|0.9989493489265442,0.000016886955563677475,0.04582754895091057|-0.00001683158552623354,1,-0.0000015941158153509605|Running
2565.163330078125,41.224830627441406,-405.3672790527344|0.9911903738975525,0.000011175206054758746,-0.1324450820684433|-0.000011134292435599491,1,0.0000010495099331819802|Running
2565.579833984375,41.22484588623047,-405.58953857421875|0.7970353364944458,0.00035736020072363317,-0.6039325594902039|-0.00032891632872633636,0.9999999403953552,0.00015763718693051487|Running
2565.6923828125,41.21979904174805,-405.7977294921875|0.5500488877296448,0.00031823929748497903,-0.8351324200630188|-0.00023485116253141314,0.9999999403953552,0.00022638286463916302|Running
2565.6474609375,41.222816467285156,-406.0810546875|0.24874284863471985,0.0002055049262708053,-0.9685695171356201|-0.00008111788338283077,1,0.0001913413725560531|Running
2565.42138671875,41.2241325378418,-406.4352722167969|-0.019898168742656708,0.00013874085561838,-0.9998019933700562|-0.000014368832125910558,1,0.00013905430387239903|Running
2565.018310546875,41.22459411621094,-406.8761291503906|-0.23621119558811188,0.00009006165782921016,-0.9717017412185669|0.00001235335639648838,1,0.00008968148176791146|Running
2564.617919921875,41.2247314453125,-407.2339172363281|-0.35644644498825073,0.00006417878466891125,-0.9343157410621643|0.000017766411474440247,1,0.00006191269494593143|Running
2563.543212890625,41.22481918334961,-408.0085144042969|-0.5427818894386292,0.00003854788519674912,-0.839873731136322|0.000018803051716531627,1,0.0000337454657710623|Running
2562.952880859375,41.224830627441406,-408.40008544921875|-0.6061099171638489,0.00002674436109373346,-0.7953808903694153|0.000014933500096958596,1,0.000022244710635277443|Running
2562.35595703125,41.224830627441406,-408.7815856933594|-0.6541884541511536,0.000015090624401636887,-0.7563316226005554|0.000009398931069881655,1,0.000011822793567262124|Running
2560.463134765625,41.224830627441406,-410.02752685546875|-0.7601870894432068,0.00000783006635174388,-0.6497042179107666|0.0000057858605941873975,1,0.0000052819873417320196|Running
2559.668701171875,41.224830627441406,-410.6205139160156|-0.7750183343887329,0.000001367075583402766,-0.6319387555122375|0.0000010492268529560533,1,8.765178449721134e-07|Running
2559.113525390625,41.224830627441406,-411.06085205078125|-0.7775049209594727,-2.0356397101295443e-07,-0.6288768649101257|-1.4833888428711361e-07,1,-1.4029735950771283e-07|Running
2558.359375,41.2922477722168,-411.7043151855469|-0.774445652961731,2.901904316843229e-08,-0.6326404213905334|2.0826595559242378e-08,1,2.0374885778551288e-08|Running
2557.929443359375,41.5965461730957,-412.38751220703125|-0.6948809623718262,0.000027806026992038824,-0.7191247940063477|0.00002021475120272953,1,0.000019133232854073867|Running
2557.9794921875,41.96189498901367,-412.9250793457031|-0.49401015043258667,0.0001516580960014835,-0.8694561123847961|0.00009007423068396747,1,0.0001232500362675637|Running
2559.18310546875,42.25102233886719,-413.4884338378906|0.2162734419107437,0.00036988453939557076,-0.9763327836990356|-0.0000012340854027570458,0.9999999403953552,0.0003785774752032012|Running
2560.58984375,41.86759948730469,-413.65460205078125|0.6142966747283936,0.00016051167040131986,-0.7890751361846924|-0.00008404378604609519,1,0.00013798920554108918|Running
2561.580078125,41.39020538330078,-413.7162780761719|0.7696493268013,0.00008921757398638874,-0.6384668350219727|-0.00006378295802278444,1,0.00006284909613896161|Running
2562.2880859375,41.146087646484375,-413.71246337890625|0.8434877395629883,0.000060890757595188916,-0.5371484756469727|-0.00004904059096588753,1,0.00003635051689343527|Running
2562.994873046875,41.16929626464844,-413.664794921875|0.8976338505744934,0.00004682807775679976,-0.44074195623397827|-0.00004071991497767158,1,0.000023316375518334098|Running
2563.69970703125,41.19699478149414,-413.5928649902344|0.9362101554870605,0.00003706156348926015,-0.3514406085014343|-0.000033928052289411426,1,0.000015074455404828768|Running
2564.403076171875,41.211631774902344,-413.5091857910156|0.9623000025749207,0.00002777783083729446,-0.2719902992248535|-0.00002634497286635451,1,0.000008919668289308902|Running
2565.105712890625,41.21864318847656,-413.420166015625|0.9790874123573303,0.000019824461560347117,-0.2034401148557663|-0.000019243731003371067,1,0.000004832717422686983|Running
2566.087158203125,41.22270202636719,-413.27838134765625|0.9927302598953247,0.000013255428712000139,-0.1203605979681015|-0.000013108004168316256,1,0.000002016575990637648|Running
2567.06298828125,41.22410202026367,-413.1005554199219|0.9988687634468079,0.00001014053759718081,-0.04755201190710068|-0.00001011499625747092,1,7.777547352816327e-07|Running
2567.880859375,41.224544525146484,-412.8730163574219|0.9997609257698059,0.000012116985089960508,0.02186567708849907|-0.00001212249026139034,1,1.1920693054889853e-07|Running
2568.532958984375,41.224700927734375,-412.60247802734375|0.9957141280174255,0.000017474420019425452,0.0924847349524498|-0.000017463695257902145,1,-9.252667041437235e-07|Running
2570.4853515625,41.224830627441406,-411.4531555175781|0.945878803730011,0.000020811237845919095,0.3245201110839844|-0.000019988581698271446,1,-0.000005868548214493785|Running
2572.3662109375,41.224830627441406,-410.1894836425781|0.8872480988502502,0.000006983457296882989,0.4612925052642822|-0.000006259279416553909,1,-0.000003099819423368899|Running
2573.684326171875,41.224830627441406,-409.1175231933594|0.8431252837181091,0.0000047647445171605796,0.5377171635627747|-0.0000040626205191074405,1,-0.0000024909870717237936|Running
2574.091796875,41.224830627441406,-408.7268371582031|0.8227983117103577,0.000006542750725202495,0.5683335065841675|-0.000005458281066239579,1,-0.0000036100036595598795|Running
2574.5537109375,41.224830627441406,-408.1908874511719|0.7961033582687378,0.000008097827958408743,0.605160653591156|-0.000006575385668838862,1,-0.000004731208719022106|Running
2575.10107421875,41.224830627441406,-407.54083251953125|0.7672910690307617,0.000005892326953471638,0.6412990093231201|-0.000004607994014804717,1,-0.000003674813115139841|Running
2575.652099609375,41.224830627441406,-406.893310546875|0.7435700297355652,0.0000035225157262175344,0.6686580777168274|-0.0000026516340767557267,1,-0.0000023193322249426274|Running
2576.29541015625,41.224830627441406,-406.1385192871094|0.7213284373283386,0.0000019724539015442133,0.6925931572914124|-0.0000014341965197672835,1,-0.0000013542251053877408|Running
2576.93408203125,41.224830627441406,-405.3799743652344|0.7030723094940186,0.0000012693974440480815,0.7111184000968933|-8.986812076727801e-07,1,-8.96558901786193e-07|Running
2577.986328125,41.224830627441406,-404.04541015625|0.6703614592552185,0.000001345881400993676,0.7420346736907959|-9.102816989070561e-07,1,-9.91414026429993e-07|Running
2578.584228515625,41.224830627441406,-403.25396728515625|0.6538805365562439,9.394079825142398e-07,0.7565978169441223|-6.187558483361499e-07,1,-7.068691161293827e-07|Running
2579.888671875,41.224830627441406,-401.3998718261719|0.6125990152359009,0.000001072354052666924,0.7903938889503479|-6.627545303672377e-07,1,-8.430623097410717e-07|Running
2580.748046875,41.224830627441406,-400.1001892089844|0.5892694592475891,6.010926654198556e-07,0.8079365491867065|-3.558334640274552e-07,1,-4.844574732487672e-07|Running
2581.344482421875,41.224830627441406,-399.13677978515625|0.5724285244941711,6.28682357728394e-07,0.8199546337127686|-3.61938447213106e-07,1,-5.140509529155679e-07|Running
2581.634765625,41.224830627441406,-398.6500549316406|0.5641494393348694,6.134998216111853e-07,0.8256726861000061|-3.482109889318963e-07,1,-5.051114726484229e-07|Running
2581.92919921875,41.224830627441406,-398.16583251953125|0.5576702356338501,4.618277955614758e-07,0.8300626277923584|-2.587997869341052e-07,1,-3.8250470879575005e-07|Running
2582.306640625,41.224830627441406,-397.5663146972656|0.5528347492218018,2.0134692135798105e-07,0.8332909345626831|-1.1063265503707953e-07,1,-1.682309829220685e-07|Running
2582.617919921875,41.224830627441406,-397.0927734375|0.5517391562461853,1.2827806017412513e-07,0.834016740322113|-6.716037148635223e-08,1,-1.0937797156884699e-07|Running
2582.93896484375,41.224830627441406,-396.6257019042969|0.5531661510467529,7.962465531363705e-08,0.8330709338188171|-3.7101628436175815e-08,1,-7.094388365658233e-08|Running
2583.360595703125,41.224830627441406,-396.0565185546875|0.5595192909240723,2.079225538409446e-07,0.8288173079490662|-1.0993001353654108e-07,1,-1.766548365367271e-07|Running
2583.79150390625,41.224830627441406,-395.49420166015625|0.5676887035369873,3.5373057016840903e-07,0.8232433199882507|-1.978756927201175e-07,1,-2.932289646651043e-07|Running
2584.1396484375,41.223087310791016,-395.0472717285156|0.5742462873458862,3.878226380038541e-07,0.8186826109886169|-2.1968070029743103e-07,1,-3.196254567683354e-07|Running
2584.488037109375,41.220176696777344,-394.6007080078125|0.58012455701828,3.406112796255911e-07,0.8145277500152588|-1.948025101228268e-07,1,-2.7942763836108497e-07|Running
2584.828369140625,41.215492248535156,-394.1476745605469|0.5835184454917908,1.995718719172146e-07,0.8120998740196228|-1.1516588926951954e-07,1,-1.6299775040806708e-07|Running
2585.158447265625,41.21066665649414,-393.6870422363281|0.5840020775794983,9.840519510362356e-08,0.811752200126648|-5.837612704340245e-08,1,-7.922789535541597e-08|Running
2585.55322265625,41.20387649536133,-393.09893798828125|0.5803227424621582,9.523147781465013e-08,0.8143866062164307|-5.8815786019295047e-08,1,-7.502497822997611e-08|Running
2585.92919921875,41.196720123291016,-392.49871826171875|0.5727307796478271,2.855481966435036e-07,0.8197435140609741|-1.6482523790273262e-07,1,-2.3317990383020515e-07|Running
2586.21875,41.19058609008789,-392.0116271972656|0.5648047924041748,4.79354810067889e-07,0.8252245187759399|-2.717456766276882e-07,1,-3.948883602333808e-07|Running
2586.49755859375,41.18478012084961,-391.5182189941406|0.5554060935974121,6.870637889733189e-07,0.8315792679786682|-3.8398010815399175e-07,1,-5.697579581465106e-07|Running
2586.771728515625,41.179840087890625,-391.022216796875|0.5458300709724426,7.901045933067508e-07,0.837895929813385|-4.3484891421030625e-07,1,-6.596893058485875e-07|Running
2586.97900390625,41.17656326293945,-390.65118408203125|0.5396406650543213,7.102962058525009e-07,0.8418954610824585|-3.864780353524111e-07,1,-5.959610689387773e-07|Running
2587.335205078125,41.17138671875,-390.03912353515625|0.5328652262687683,3.265612633640558e-07,0.8462001085281372|-1.7461356094372604e-07,1,-2.7595808660407783e-07|Running
2587.556884765625,41.16854476928711,-389.676513671875|0.5310652256011963,1.9162116871029866e-07,0.8473309278488159|-9.976995585248005e-08,1,-1.6361589416646893e-07|Running
2587.861328125,41.16471862792969,-389.198486328125|0.5312789678573608,4.8302116084641966e-08,0.8471969366073608|-1.9375635318397144e-08,1,-4.486353333277293e-08|Running
2588.253173828125,41.13654327392578,-388.60931396484375|0.5346226692199707,-3.069528986543446e-08,0.8450908660888672|2.8171086796646705e-08,1,1.85002466679407e-08|Running
2588.572021484375,41.07757568359375,-388.1454162597656|0.5387187600135803,9.883751062034207e-08,0.8424856662750244|-4.184998658729455e-08,1,-9.055600003193831e-08|Running
2588.974365234375,40.92721939086914,-387.57763671875|0.5452736616134644,2.2018502932041883e-07,0.8382580876350403|-1.1777616037988992e-07,1,-1.860582017343404e-07|Running
2589.372802734375,40.69169998168945,-387.02642822265625|0.5522441864013672,2.6530304353400425e-07,0.8336824178695679|-1.4506328227525955e-07,1,-2.2213818340333091e-07|Running
2589.85009765625,40.38147735595703,-386.38433837890625|0.5613353252410889,3.0915140314391465e-07,0.8275884389877319|-1.7105648453252797e-07,1,-2.575330313447921e-07|Running
2590.247802734375,41.468406677246094,-385.8507080078125|0.5689986348152161,0.000001097177118936088,0.8223384618759155|-6.150843887553492e-07,1,-9.086221552934148e-07|Jumping
2590.5791015625,42.27935791015625,-385.40521240234375|0.5734365582466125,9.269887186746928e-07,0.8192499876022339|-5.214718044044275e-07,1,-7.665031489523244e-07|Freefall
2591.08349609375,43.393592834472656,-384.7215270996094|0.5779236555099487,2.602046720312501e-07,0.8160908222198486|-1.493938981411702e-07,1,-2.1304784070252936e-07|Freefall
2591.50341796875,44.228458404541016,-384.1511535644531|0.5806937217712402,-2.6032880295900895e-09,0.8141221404075623|-4.487725746571414e-09,1,6.3986496101620105e-09|Freefall
2591.83935546875,44.83503341674805,-383.695068359375|0.5825310945510864,-6.86797676507922e-08,0.8128084540367126|3.116138813652469e-08,1,6.216383496848721e-08|Freefall
2592.343017578125,45.64270782470703,-383.01092529296875|0.5848537683486938,-5.2970921871065e-08,0.8111387491226196|1.8146481650660462e-08,1,5.2220268997871244e-08|Freefall
2592.678955078125,46.113037109375,-382.5547180175781|0.5860784649848938,1.3025623246676332e-08,0.8102542757987976|-2.2821151191010358e-08,1,4.3117640013967673e-10|Freefall
2593.014892578125,46.52886199951172,-382.0986022949219|0.5871183276176453,8.932016015705813e-08,0.8095011115074158|-6.80691556453894e-08,1,-6.097028659723946e-08|Freefall
2593.433837890625,46.97200393676758,-381.52740478515625|0.5879373550415039,1.4239049050956964e-07,0.8089064955711365|-9.346666018927863e-08,1,-1.0809402795075584e-07|Freefall
2593.771484375,47.26520919799805,-381.0724792480469|0.5889624357223511,1.438867940350974e-07,0.8081604242324829|-8.889360714192662e-08,1,-1.1325944626605633e-07|Freefall
2594.36767578125,47.64716720581055,-380.2799987792969|0.5917465090751648,1.596296925754359e-07,0.8061241507530212|-9.024322622508407e-08,1,-1.3177695734611916e-07|Freefall
2594.80224609375,47.817813873291016,-379.7210693359375|0.5953274369239807,1.7094440352138918e-07,0.8034831881523132|-9.71951408246241e-08,1,-1.4073906129397074e-07|Freefall
2595.15673828125,47.89301681518555,-379.27880859375|0.5992715358734131,2.0143336598721362e-07,0.8005458116531372|-1.1789104803483497e-07,1,-1.6336930741545075e-07|Freefall
2595.517822265625,47.91371536254883,-378.84210205078125|0.6042980551719666,2.603534312584088e-07,0.7967583537101746|-1.5503771066960326e-07,1,-2.09178168120161e-07|Freefall
2595.946533203125,47.862953186035156,-378.32586669921875|0.6060124039649963,1.748235689547073e-07,0.7954551577568054|-1.0499538660724284e-07,1,-1.397879714204464e-07|Freefall
2596.260986328125,47.76103210449219,-377.947265625|0.6061218976974487,7.118037359532536e-08,0.7953717708587646|-4.366539485545218e-08,1,-5.621751242301798e-08|Freefall
2596.480224609375,47.64882278442383,-377.6833801269531|0.6061333417892456,-6.4256320264632905e-09,0.7953630089759827|2.2580282088568993e-09,1,6.358060300470925e-09|Freefall
2596.750244140625,47.45151901245117,-377.3582458496094|0.606135904788971,-9.176212500960901e-08,0.7953611016273499|5.2890236190705764e-08,1,7.506458388206738e-08|Freefall
2596.93603515625,47.267784118652344,-377.13446044921875|0.60613614320755,-1.1509636976825277e-07,0.7953609228134155|6.710036615231729e-08,1,9.357312791280492e-08|Freefall
2597.107666015625,47.05339050292969,-376.9278564453125|0.60613614320755,-1.3841565760230878e-07,0.7953609228134155|8.130139406148373e-08,1,1.1206980587985527e-07|Freefall
2597.314208984375,46.71984100341797,-376.67913818359375|0.60613614320755,-1.6948479242273606e-07,0.7953609228134155|1.0022193919212441e-07,1,1.367135951113596e-07|Freefall
2597.495361328125,46.331787109375,-376.4609680175781|0.60613614320755,-1.2876017763119307e-07,0.7953609228134155|7.645967059488612e-08,1,1.0361988245222165e-07|Freefall
2597.651123046875,45.889244079589844,-376.2733459472656|0.60613614320755,-8.80703510119929e-08,0.7953609228134155|5.2717705756322175e-08,1,7.055444228853958e-08|Freefall
2597.781494140625,45.39219665527344,-376.11627197265625|0.60613614320755,-4.7415287696139785e-08,0.7953609228134155|2.8996018031079984e-08,1,3.751724975131765e-08|Freefall
2597.837890625,44.983642578125,-376.0483093261719|0.60613614320755,-1.6946787084748394e-08,0.7953609228134155|1.1218051376715721e-08,1,1.275788186205773e-08|Landed
2597.849609375,44.234596252441406,-376.0342102050781|0.60613614320755,3.379066626507665e-08,0.7953609228134155|-1.8386582922857997e-08,1,-2.8472474156160388e-08|Landed
2597.849609375,43.824806213378906,-376.03411865234375|0.60613614320755,6.420712850285781e-08,0.7953609228134155|-3.613418897430165e-08,1,-5.318954876543103e-08|Landed
